order_id,user_id,session_id,event_id,order_type,ticker,purchase_amount_krw,price_per_share_krw,fractional_shares,integer_shares,commission_krw,status,error_code,order_timestamp
ORD_96da35531d99,USR_18093d9b197b,SES_457b61209b18,EVT_7767bc2e62f1,integer,TSLA,560000,280000,,2,1400,success,,2025-03-03 22:46:11.965000
ORD_52f7bf35c376,USR_71ba4c907500,SES_73328950ed0f,EVT_03beaed46c53,integer,QQQ,1160000,580000,,2,2900,success,,2025-03-07 13:17:06.934000
ORD_5838768d252a,USR_1c5650d6f8ad,SES_62a4292e8571,EVT_e8d20abc8cc5,integer,GOOGL,1440000,240000,,6,3600,success,,2025-03-04 12:30:16.363000
ORD_77eb4028c59f,USR_8211e8de4165,SES_a988b1d515f0,EVT_a8ddca62a0e4,integer,NVDA,1800000,900000,,2,4500,success,,2025-03-05 12:49:45.829000
ORD_a7db8d8cab22,USR_4428ef418696,SES_de925c1c41af,EVT_4f083acf47b3,integer,PLTR,240000,80000,,3,600,success,,2025-03-02 11:56:15.906000
ORD_7a242c764dd8,USR_eb3e82e08f3f,SES_9a8afbd03c5c,EVT_23abca2d1563,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-07 05:16:23.161000
ORD_1c7acad89538,USR_c4ea5f443b15,SES_e21ca6ac81c8,EVT_22d8668d0e4d,integer,NVDA,6300000,900000,,7,15750,success,,2025-03-02 12:50:26.343000
ORD_7b152bc73b0f,USR_5d9c3d7740d7,SES_86b6903b30a7,EVT_58d6834503fc,integer,AAPL,2250000,250000,,9,5625,success,,2025-03-04 22:18:03.278000
ORD_a647f7cea172,USR_fa9680a0ab1e,SES_230bfb8db4ee,EVT_a200508d3e94,integer,TSLA,2520000,280000,,9,6300,canceled,한도초과,2025-03-01 05:25:31.586000
ORD_d8ac483b3c0d,USR_5c4cc8c18f06,SES_6a7013c30b8a,EVT_e22b3c45fb1d,integer,TSLL,75000,15000,,5,188,success,,2025-03-02 07:55:42.345000
ORD_2c153a82c9fc,USR_172abd69b117,SES_d7ab9c6813d8,EVT_871e266b626d,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-01 22:01:30.135000
ORD_a6bb5f94c66d,USR_5a2b7fa7362e,SES_1f859370ee08,EVT_744122b1a780,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-04 03:40:31.722000
ORD_42654ea35e12,USR_bff043833f39,SES_1feca12fb1c4,EVT_2e3696c88238,integer,GOOGL,1680000,240000,,7,4200,success,,2025-03-06 12:27:32.211000
ORD_fa1d71bf395e,USR_e853dc26329d,SES_85d570fc6fe9,EVT_0330b0487e64,integer,QQQ,2320000,580000,,4,5800,success,,2025-03-05 17:17:54.102000
ORD_3bdeb0052f41,USR_4a2bfb3dd01a,SES_15feb93d8446,EVT_eeb162d3906b,integer,PLTR,80000,80000,,1,200,fail,네트워크오류,2025-03-02 07:39:06.213000
ORD_e47ad7a0c19b,USR_6206014fc515,SES_f712cdd4a4fa,EVT_2efa1b515e22,integer,AAPL,1500000,250000,,6,3750,success,,2025-03-06 05:00:57.741000
ORD_8610547c2c14,USR_5a10718f8171,SES_b0c8b39f87ca,EVT_5e27fc5c25f6,integer,TSLA,1680000,280000,,6,4200,success,,2025-03-02 05:07:05.856000
ORD_0bb0e9fadfd8,USR_f892e7010d74,SES_bea34b48efb1,EVT_1378b4d76b31,integer,TSLA,280000,280000,,1,700,success,,2025-03-07 02:26:51.647000
ORD_7d6569985de7,USR_d960b974f6f5,SES_1a2bdd6af4c3,EVT_b7f88acb01e2,integer,TSLA,2240000,280000,,8,5600,success,,2025-03-07 21:44:16.311000
ORD_33e132b54533,USR_d639b5b4d81e,SES_4e2d94173de0,EVT_36f4fe631fe9,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-04 12:25:50.690000
ORD_2bc810d6af6b,USR_5dd97f7d37b3,SES_0e5b81a48697,EVT_61550424f785,integer,TSLA,1680000,280000,,6,4200,fail,한도초과,2025-03-01 23:51:38.868000
ORD_c8b159dcdd85,USR_c95f8b726d82,SES_9a55a6c2f719,EVT_12422b516622,integer,PLTR,160000,80000,,2,400,success,,2025-03-07 12:07:09.714000
ORD_fd0fa2a50574,USR_70ff1bc60024,SES_84acbcf0b255,EVT_8b8dd0944add,integer,NVDA,7200000,900000,,8,18000,success,,2025-03-03 16:50:02.241000
ORD_a10bc42524ef,USR_a0304494580f,SES_6061d891252c,EVT_bdb714c8b8b1,integer,TSLA,560000,280000,,2,1400,success,,2025-03-02 03:02:35.971000
ORD_893bfcd639d0,USR_4d0989456eca,SES_387e5b2af8ca,EVT_50b0f877bc60,integer,NVDA,6300000,900000,,7,15750,success,,2025-03-07 23:01:34.735000
ORD_9b3f8e522680,USR_255484e16982,SES_c9b6639ec943,EVT_da1238c544be,integer,MSFT,2080000,520000,,4,5200,success,,2025-03-07 12:37:26.375000
ORD_580bf23a6db6,USR_5e32bacab999,SES_9a6748524f57,EVT_5e0d01d627f8,integer,GOOGL,1680000,240000,,7,4200,success,,2025-03-02 12:43:41.442000
ORD_a0be89370244,USR_d949148179ff,SES_d66aacd6ef1e,EVT_7fd1f4a950f6,fractional,QQQ,16000,580000,0.0276,,40,success,,2025-03-06 12:36:00.909000
ORD_84b9fd7a88e8,USR_6a54aad0981b,SES_530a3b23d66a,EVT_d52ca82d3fea,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-05 14:29:36.520000
ORD_7b8dd12c7c1d,USR_575af27719b7,SES_42cbb99b02ab,EVT_6de7d6124d2f,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-07 22:10:48.194000
ORD_a2371376b7ac,USR_a228164f197c,SES_54db7325b229,EVT_cb6db495ff8e,integer,TSLA,840000,280000,,3,2100,success,,2025-03-01 09:17:32.684000
ORD_61585bf4a098,USR_007870572a4d,SES_4c519f357e45,EVT_a7843065bb6f,integer,AAPL,1250000,250000,,5,3125,success,,2025-03-04 11:01:19.350000
ORD_df13713b9b2c,USR_1d8798a12c21,SES_01607de5622c,EVT_ceedd940098f,integer,MSFT,2600000,520000,,5,6500,success,,2025-03-06 18:12:02.229000
ORD_fa5459e8133f,USR_9484dd5c5e37,SES_75806c850fdc,EVT_60c50423b5d1,integer,TQQQ,525000,75000,,7,1312,success,,2025-03-07 13:10:27.459000
ORD_ffff6496626d,USR_a1559ebb0997,SES_5e351c688d78,EVT_717bcdcb9e54,integer,IONQ,120000,40000,,3,300,success,,2025-03-06 15:04:05.445000
ORD_9c57c6ad8ce7,USR_b56512dd913e,SES_2b7ba43ae9fe,EVT_74b1602a161c,integer,PLTR,160000,80000,,2,400,success,,2025-03-01 23:27:33.024000
ORD_2acc7414e515,USR_3dd5d5459885,SES_5d0fb19a6987,EVT_74b429713b9f,integer,NVDA,900000,900000,,1,2250,success,,2025-03-05 00:24:36.148000
ORD_ec43660d1e00,USR_e419720598a2,SES_a27b857ac20f,EVT_08a3b9932413,integer,PLTR,80000,80000,,1,200,success,,2025-03-07 07:44:19.520000
ORD_30f1fb7caf0b,USR_a441cd99b876,SES_b20dccb1d247,EVT_19d5d792a7d5,integer,PLTR,160000,80000,,2,400,success,,2025-03-01 08:57:01.314000
ORD_f1360da3fc56,USR_ff672661567f,SES_811d88263402,EVT_3d40a731fa68,integer,NVDA,7200000,900000,,8,18000,success,,2025-03-06 23:40:23.835000
ORD_cca2c68b307d,USR_f1da85655e6d,SES_94972adf3ee6,EVT_237f0cba5eeb,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-06 07:16:31.151000
ORD_79d344835819,USR_f57a5f4a9332,SES_1743fd8e0b28,EVT_127039069953,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-03 22:26:55.060000
ORD_d4b5a053abfe,USR_5dc0f44a9ec5,SES_b9e1a1d07c88,EVT_dee77d6f5625,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-07 22:52:24.047000
ORD_1d99d02a40a4,USR_5a20736b0a70,SES_e80a99034b90,EVT_6daadf726141,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-05 15:23:47.181000
ORD_93d958ccf242,USR_86221818d5af,SES_0f4e5139860b,EVT_b355e0e3848d,integer,MSFT,2080000,520000,,4,5200,success,,2025-03-05 20:56:07.270000
ORD_7cc0a07eab30,USR_968f217fb175,SES_bbd14c889f24,EVT_aa044d5f9f63,integer,NVDA,1800000,900000,,2,4500,success,,2025-03-05 02:58:56.634000
ORD_a557d5e455d4,USR_21eaf6bffb30,SES_6e65bab78aef,EVT_a486f68b4385,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-05 23:42:10.321000
ORD_d64f93748a8f,USR_a067414947ba,SES_785f652e053d,EVT_2b4e2452fe06,integer,GOOGL,1200000,240000,,5,3000,success,,2025-03-04 22:37:46.799000
ORD_0cb6c64d5ba0,USR_e25eea3cbab0,SES_d5ecb60cdd1d,EVT_71727b852b86,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-03 14:13:12.652000
ORD_74aa44a81ef7,USR_961839987dae,SES_7be3c909122a,EVT_c820a0904d13,integer,NVDA,6300000,900000,,7,15750,success,,2025-03-07 23:07:24.121000
ORD_8914872439d7,USR_ebc04a7656ad,SES_e45e3eb3a446,EVT_a85f09718144,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-06 22:15:04.462000
ORD_29b7dc39df1c,USR_b4b96e034e3a,SES_cde2f0b17819,EVT_f5c3e9f8d09f,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-02 15:31:05.368000
ORD_db482edbed46,USR_95d69fab44d7,SES_a6d12942b1da,EVT_e5d11202a60c,integer,TSLA,2800000,280000,,10,7000,canceled,한도초과,2025-03-01 00:32:48.100000
ORD_8a2d3837144d,USR_058b24e55c19,SES_989769e2c8a5,EVT_9632298e0a7a,integer,NVDA,900000,900000,,1,2250,success,,2025-03-01 22:18:21.917000
ORD_c00ef6084d2e,USR_71b86548b6de,SES_d80959c8d73e,EVT_d9cefd4afe6d,integer,PLTR,480000,80000,,6,1200,success,,2025-03-07 18:46:09.414000
ORD_a3900635e571,USR_b0d9d26265e3,SES_3cbf6b5f108c,EVT_db3f339993b6,integer,PLTR,160000,80000,,2,400,success,,2025-03-02 14:44:42.314000
ORD_29f1ccc5f067,USR_be32906f74cf,SES_ea2a8713275d,EVT_d3a5a37e8d15,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-01 17:19:10.519000
ORD_30ebf4bb32cc,USR_82d473ff763e,SES_870d828980e2,EVT_e973b4b60553,integer,IONQ,120000,40000,,3,300,success,,2025-03-01 06:47:23.795000
ORD_d5bb70ceac7b,USR_178bc2c8d1c1,SES_3a2ba7fa568a,EVT_bf4343f8e0c3,integer,NVDA,900000,900000,,1,2250,success,,2025-03-04 07:06:24.734000
ORD_bb08ce95e381,USR_77b3067e1e32,SES_314e9bb7d38d,EVT_1eeea5ad5565,integer,QQQ,1740000,580000,,3,4350,success,,2025-03-06 09:22:57.307000
ORD_dca230999123,USR_ba27e78d0bbc,SES_182f40de152a,EVT_b175c58c010b,integer,TSLA,2240000,280000,,8,5600,success,,2025-03-05 01:41:40.100000
ORD_ac62bcba9a5e,USR_9165e190b550,SES_34b5117b9548,EVT_a363f83136bd,integer,AAPL,2500000,250000,,10,6250,success,,2025-03-02 22:11:24.987000
ORD_595b50397d43,USR_88598e5de994,SES_7e347c0f4d37,EVT_6a0c4127612d,integer,AAPL,2500000,250000,,10,6250,success,,2025-03-06 19:22:02.653000
ORD_bc40ee2e3fc5,USR_83043d5f78ab,SES_85bd10fb581e,EVT_33041220c2b2,integer,AAPL,750000,250000,,3,1875,success,,2025-03-05 12:20:53.602000
ORD_0b6b169b8766,USR_12484c7c4d48,SES_e1a6734f99ae,EVT_774e53659ef1,integer,PLTR,80000,80000,,1,200,success,,2025-03-07 22:33:55.142000
ORD_41d2af414e48,USR_2f9b0c2abe6c,SES_ce654b5a2b09,EVT_f1adda8e036b,integer,AAPL,1500000,250000,,6,3750,canceled,잔고부족,2025-03-01 12:22:58.933000
ORD_0cd391e5bf3b,USR_b75fd49c9fb2,SES_d9830d183201,EVT_0ffc818f899b,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-06 00:18:30.045000
ORD_7543f3a69821,USR_60657d607e65,SES_e90af1082520,EVT_b897a5278be5,integer,NVDA,5400000,900000,,6,13500,success,,2025-03-06 20:47:42.746000
ORD_4629448dc8af,USR_5657984be2c0,SES_e8e40c28c5a5,EVT_641133f30511,integer,IONQ,280000,40000,,7,700,success,,2025-03-03 18:16:48.876000
ORD_13ab14ffe58b,USR_5ee6a804ac7d,SES_a3c01aedce42,EVT_26a0e8894b10,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-02 11:17:49.016000
ORD_f83a07e07bc4,USR_641171155124,SES_af587f6d4e23,EVT_69d88de63c56,fractional,PLTR,31000,80000,0.3875,,78,success,,2025-03-02 07:34:29.498000
ORD_2317e52d3cda,USR_67323d89282a,SES_0f17c667a537,EVT_2fa26aecd3d6,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-05 07:35:19.671000
ORD_ac4aee3d8f6b,USR_4996b15da8d1,SES_ce97771b5fe2,EVT_9862f2d76597,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-06 23:49:33.882000
ORD_53561ad5245f,USR_aaa8f7f6253d,SES_655ea674374d,EVT_416728694e2a,integer,TSLA,1400000,280000,,5,3500,success,,2025-03-07 14:59:55.620000
ORD_50a1026af14a,USR_15bae92c490a,SES_4cdb16d3d807,EVT_ba07d0a8795f,integer,PLTR,640000,80000,,8,1600,success,,2025-03-03 12:41:24.929000
ORD_50af8ee1b16d,USR_246f91f73e76,SES_2b9025c041a0,EVT_93a0af9453c8,integer,TSLA,280000,280000,,1,700,success,,2025-03-05 12:45:25.203000
ORD_41cc61844c93,USR_b1c09358470e,SES_102f28e7c977,EVT_84aff6eca32a,fractional,MSFT,7000,520000,0.0135,,18,success,,2025-03-03 12:03:26.866000
ORD_3eb58ad622e6,USR_c61411350e6d,SES_3073caf9d1ce,EVT_fff25681a9e3,integer,TSLA,2240000,280000,,8,5600,fail,네트워크오류,2025-03-04 22:19:58.380000
ORD_78700a4bced3,USR_a9ed3d9a2cb3,SES_4c017923fb46,EVT_6cd641b5f138,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-03 23:27:08.701000
ORD_29c895644de8,USR_0c55d7b63cec,SES_90068f9f2fc7,EVT_92aaa5a7ee57,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-02 00:04:08.076000
ORD_2419525a9bb3,USR_b47cabd49045,SES_a8cd0418b927,EVT_e9d41c8c2a01,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-03 07:31:32.219000
ORD_3b28605b691c,USR_e2a3087523c8,SES_84ee81da040a,EVT_fadcb6fa781f,integer,PLTR,320000,80000,,4,800,success,,2025-03-02 22:41:49.271000
ORD_228ebe068193,USR_7a58bcb8e682,SES_c38b3a8e1927,EVT_f0502535002a,integer,GOOGL,960000,240000,,4,2400,success,,2025-03-02 15:44:20.951000
ORD_ae4b288ef797,USR_727cae1bbf71,SES_a291048deecc,EVT_d2a1e6b17770,integer,AAPL,250000,250000,,1,625,success,,2025-03-07 21:14:38.141000
ORD_fce746b22b4c,USR_94244b82586f,SES_8d64308441eb,EVT_34b097170fa2,integer,NVDA,2700000,900000,,3,6750,success,,2025-03-02 12:17:18.126000
ORD_56ac02a20c4f,USR_b9469715e0ae,SES_564650015219,EVT_14358e1d234b,integer,TSLA,2520000,280000,,9,6300,success,,2025-03-02 02:42:26.516000
ORD_8b2dac9004f5,USR_e1cebcf482cd,SES_98e74267b9bc,EVT_a06468056c0d,integer,MSFT,2080000,520000,,4,5200,success,,2025-03-02 04:00:01.199000
ORD_852e49dceb23,USR_caf240595124,SES_918a9e852f82,EVT_887cf96a8c46,integer,TSLL,120000,15000,,8,300,success,,2025-03-01 03:16:55.062000
ORD_c8a2d7f0de8f,USR_43569b21d776,SES_e48a9b9b672e,EVT_00041c5dee4d,integer,TSLL,60000,15000,,4,150,success,,2025-03-07 12:07:45.929000
ORD_b4b8ac94eba4,USR_e94b1cf9cfff,SES_275a31b45d7d,EVT_439e54652909,integer,MSFT,4680000,520000,,9,11700,success,,2025-03-03 14:34:34.391000
ORD_6b2f2d3ce92b,USR_9c16c10b6728,SES_733fb546f892,EVT_8cc11042d05d,integer,AAPL,1250000,250000,,5,3125,success,,2025-03-04 09:46:37.995000
ORD_9334a53b468f,USR_d89468af6e37,SES_6d3e7f292f13,EVT_d64a1ffde1ab,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-06 11:50:19.082000
ORD_9415002d3455,USR_5270b983c1d8,SES_5c8c90556483,EVT_94d1025c5b12,integer,NVDA,7200000,900000,,8,18000,success,,2025-03-04 23:26:14.080000
ORD_3a182b937611,USR_49e33fca1bd9,SES_c95b38e8af89,EVT_14ed631f1a5a,integer,PLTR,640000,80000,,8,1600,success,,2025-03-04 12:04:58.508000
ORD_dcb8bb396bf9,USR_9ef064d278fc,SES_f813439082a8,EVT_d8cce19ae3ff,integer,IONQ,240000,40000,,6,600,success,,2025-03-03 07:48:10.186000
ORD_166f2c1eb235,USR_3e887a15e22f,SES_1f83d1ce220b,EVT_7860c5a7e0f1,integer,NVDA,1800000,900000,,2,4500,success,,2025-03-06 14:02:03.139000
ORD_fd7346c6cf60,USR_6bd3421c0c43,SES_3982e10b3307,EVT_e5b6bf72cdf6,integer,TSLA,280000,280000,,1,700,success,,2025-03-02 01:57:58.841000
ORD_94bbc0d5b924,USR_3936966686c3,SES_cfd1bc082c32,EVT_768894b766b6,integer,TSLA,280000,280000,,1,700,success,,2025-03-05 22:46:00.577000
ORD_59aa01683814,USR_bacabb40f9ff,SES_8fef7277929a,EVT_de1c3124bf3c,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-01 21:40:34.043000
ORD_8dc13ffda9b1,USR_69afc77d82fd,SES_ec32892d93d6,EVT_8836edd26af0,integer,NVDA,900000,900000,,1,2250,success,,2025-03-05 12:04:20.475000
ORD_bec36f319a88,USR_4f85e38b2288,SES_a42766363ee9,EVT_5640ad5b350f,integer,NVDA,7200000,900000,,8,18000,success,,2025-03-04 11:41:03.423000
ORD_d73b73cdc73f,USR_a976b12735a4,SES_efa5a857126c,EVT_8878073cbc92,integer,QQQ,5220000,580000,,9,13050,success,,2025-03-05 07:12:25.977000
ORD_2a01c6a7dbb0,USR_219a70327517,SES_70f9ffe7525b,EVT_a7d83737a063,integer,GOOGL,1200000,240000,,5,3000,success,,2025-03-03 12:36:50.760000
ORD_cf2ddc7dca03,USR_080514d286f9,SES_843f3ad447e8,EVT_d844acdb1f73,integer,NVDA,8100000,900000,,9,20250,success,,2025-03-01 11:30:49.851000
ORD_9f50b558f290,USR_e67d9c3d9473,SES_377032ba684e,EVT_1ce49f837bbf,integer,TQQQ,750000,75000,,10,1875,success,,2025-03-06 22:41:36.073000
ORD_b78350678660,USR_9ad2ae5a4d4e,SES_7ebbdb0d5704,EVT_8a31bcde7f56,integer,TSLL,135000,15000,,9,338,success,,2025-03-07 08:17:13.967000
ORD_ebb47992f700,USR_f89276d03a2f,SES_e9bf29236c49,EVT_4bee7c0a62f0,integer,QQQ,4060000,580000,,7,10150,success,,2025-03-03 01:28:41.434000
ORD_7c2e0139b1e6,USR_537214f36a1d,SES_e5c3d224f5f5,EVT_fcd55d64f412,integer,NVDA,5400000,900000,,6,13500,success,,2025-03-07 07:41:28.563000
ORD_7313f967e055,USR_f569b9c6f161,SES_38da306656d5,EVT_11450cfd4f23,integer,TSLA,1400000,280000,,5,3500,fail,잔고부족,2025-03-01 01:04:04.138000
ORD_940f5733a06a,USR_e82a0e1f030f,SES_03e1ff0e380b,EVT_d170d2977dee,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-06 22:19:30.198000
ORD_bfdffcfcfc7d,USR_86e4224b9575,SES_8e0b3e425073,EVT_f9d92dfd3845,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-03 10:04:52.569000
ORD_6f3b0cc91127,USR_1ed259abf317,SES_a9468a8dc967,EVT_d6c2514138a7,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-01 08:30:33.808000
ORD_9b11fc761668,USR_22244ceaaf24,SES_4a3b1926ccf6,EVT_8d3a3165d998,integer,AAPL,500000,250000,,2,1250,success,,2025-03-07 17:43:02.819000
ORD_885d4c45cc69,USR_611bbafe4330,SES_4e48bed3c679,EVT_128af57e354e,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-06 12:48:15.052000
ORD_5538b08c6707,USR_0f9b70f89379,SES_ef222e492dd9,EVT_67c14362d0bd,integer,TSLA,1680000,280000,,6,4200,success,,2025-03-07 07:32:53.149000
ORD_ad27b0b0ef31,USR_fae6934bcb24,SES_0e4c5f28eacd,EVT_e2a896a59421,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-04 08:33:37.798000
ORD_ba8e004d1038,USR_7097e0e653c2,SES_57af2b8b79ff,EVT_084d086ae736,integer,NVDA,8100000,900000,,9,20250,success,,2025-03-05 03:41:20.662000
ORD_bbc8c225169b,USR_61247c7f85f6,SES_efe8aab7a819,EVT_1459d9c59e21,integer,TSLL,135000,15000,,9,338,success,,2025-03-03 12:09:25.442000
ORD_497a8a79598a,USR_6c0571a1482e,SES_40d95a3bd9dd,EVT_19db9663c85b,integer,AAPL,750000,250000,,3,1875,success,,2025-03-07 23:05:37.729000
ORD_5f5bec194572,USR_8ef34986ab92,SES_5733914be3c8,EVT_032c11a8a9c0,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-02 08:15:21.772000
ORD_0c84bd42e7e9,USR_382f301a534a,SES_ef2826afc532,EVT_30757fd46c74,integer,PLTR,480000,80000,,6,1200,success,,2025-03-03 08:47:33.740000
ORD_5b61292f1956,USR_1c928e141cee,SES_9a379096f48e,EVT_1ff00d5d6e02,fractional,NVDA,53000,900000,0.0589,,132,success,,2025-03-03 22:45:06.907000
ORD_13ecd84e9e34,USR_34935f99e80a,SES_52be63fb1f5a,EVT_6e8e3b9eb23a,integer,NVDA,3600000,900000,,4,9000,success,,2025-03-03 18:58:17.130000
ORD_d2024fbe639b,USR_6446e5cf6e75,SES_ca08c942faa3,EVT_5e930e20512f,integer,TQQQ,600000,75000,,8,1500,success,,2025-03-04 22:24:17.452000
ORD_1a31b0c4c0fb,USR_cfb32bb8510a,SES_244a54b48227,EVT_46809833f341,integer,NVDA,9000000,900000,,10,22500,success,,2025-03-01 08:01:20.713000
ORD_7bd110a8a77b,USR_dfbf7bec952f,SES_621188adca2e,EVT_88f39e1dac6c,integer,TSLA,280000,280000,,1,700,canceled,잔고부족,2025-03-03 23:03:09.981000
ORD_af321cae14ee,USR_1a314f772ee7,SES_c17a07a7dc53,EVT_c6dfe93703d6,integer,QQQ,5800000,580000,,10,14500,success,,2025-03-01 15:15:46.470000
ORD_d9a10d7c3c15,USR_7bc8613b06c2,SES_97dba571c2e9,EVT_f696111e0659,integer,TSLA,840000,280000,,3,2100,success,,2025-03-06 22:07:06.292000
ORD_adb74f8adc3e,USR_6189ccbe9120,SES_bfed60330415,EVT_f31da4190260,integer,IONQ,400000,40000,,10,1000,success,,2025-03-05 23:36:35.583000
ORD_c5cd790b64de,USR_0d489c2ebf57,SES_0ef05e0312f0,EVT_b0967bf30932,integer,AAPL,2000000,250000,,8,5000,success,,2025-03-01 12:52:46.997000
ORD_45364aaa2469,USR_ffb90f9fa4d4,SES_3088e4a116bf,EVT_7a338bccce55,integer,TSLL,150000,15000,,10,375,success,,2025-03-05 06:19:23.517000
ORD_0498868999bd,USR_904a7892eb83,SES_147298dcb2ff,EVT_2cede61d2ff2,integer,TSLA,560000,280000,,2,1400,success,,2025-03-03 04:14:33.932000
ORD_868fe40f64b1,USR_a576150bcfb4,SES_87a721721da8,EVT_09abbbd6d9f6,integer,NVDA,8100000,900000,,9,20250,canceled,잔고부족,2025-03-05 20:58:33.132000
ORD_6857f4d0d684,USR_463667406cd0,SES_377779639a7c,EVT_85a76783ef85,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-03 23:10:36.652000
ORD_e96221d9849c,USR_87c9b4210a78,SES_526bf375ecb9,EVT_2f71e20f3986,integer,NVDA,6300000,900000,,7,15750,success,,2025-03-05 07:04:57.072000
ORD_e0008cd31099,USR_2d28087290a1,SES_3125a21da423,EVT_dc133ec7a731,integer,TSLA,840000,280000,,3,2100,success,,2025-03-06 11:07:51.578000
ORD_51e1e17de388,USR_8390d82637cf,SES_fd62ac17f400,EVT_3edd699c7881,fractional,AAPL,14000,250000,0.056,,35,success,,2025-03-01 02:19:16.144000
ORD_c4b057c93ecb,USR_5484453bed62,SES_49c04179be3a,EVT_fbf10e999afa,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-04 13:26:29.775000
ORD_c8dc8c6f197a,USR_d8848073510a,SES_47db521a104a,EVT_0989c960703a,integer,IONQ,400000,40000,,10,1000,success,,2025-03-07 09:00:23.688000
ORD_f1f7836822ab,USR_27468d347f7e,SES_949d50ffacb4,EVT_0f54206d5e64,integer,NVDA,4500000,900000,,5,11250,success,,2025-03-04 18:44:48.418000
ORD_c1f897bce3ea,USR_b36da3b650b5,SES_72383b924e3b,EVT_49ae811e00ea,integer,TSLA,1400000,280000,,5,3500,success,,2025-03-02 12:53:57.027000
ORD_ebf71bc455e3,USR_785ae914c3e4,SES_1923e9ea3c69,EVT_7ce2132a31a9,integer,NVDA,3600000,900000,,4,9000,success,,2025-03-04 23:18:02.047000
ORD_ba1fdd7a504c,USR_d89a01b1904d,SES_2c53c2968ba4,EVT_24a45569513d,integer,AAPL,1500000,250000,,6,3750,success,,2025-03-01 21:57:40.600000
ORD_d1bd41b84380,USR_84c6dda33297,SES_d6645af97ed1,EVT_0890c5c138c6,integer,AAPL,500000,250000,,2,1250,success,,2025-03-03 07:32:40.545000
ORD_8ae4996c67c1,USR_106a50de1b4d,SES_77ffc7fb42f9,EVT_0f636076d9e3,integer,PLTR,800000,80000,,10,2000,canceled,한도초과,2025-03-04 05:23:53.918000
ORD_56bd199d2627,USR_9ce09f40872a,SES_5fd1c0088e82,EVT_51f37b3ed44e,integer,PLTR,480000,80000,,6,1200,success,,2025-03-06 12:03:08.465000
ORD_bdcb655ae2ed,USR_6392500b0c4e,SES_c0532980971d,EVT_7041c631ae4b,integer,TSLA,1960000,280000,,7,4900,success,,2025-03-02 07:17:00.186000
ORD_5a075dbc98b4,USR_9a8f3ef9ff5a,SES_56aa08db1dff,EVT_1add534078cf,integer,TSLA,1120000,280000,,4,2800,success,,2025-03-03 12:54:26.098000
ORD_e88118b59748,USR_109ff6e3f5b8,SES_822a44222e31,EVT_7b951539ef5a,integer,TSLA,280000,280000,,1,700,success,,2025-03-06 06:15:09.305000
ORD_78452900ee80,USR_1adfd8cf895c,SES_ac63cf45d819,EVT_c3b54ec4b308,integer,TQQQ,300000,75000,,4,750,success,,2025-03-03 02:18:22.566000
ORD_bf9a58037033,USR_ac02f4825fee,SES_6291d9c03802,EVT_48e1435502f7,integer,AAPL,1750000,250000,,7,4375,success,,2025-03-02 22:43:41.114000
ORD_129ceaaca024,USR_9955857bdca6,SES_c048862840ee,EVT_24cf0e069864,integer,TSLL,135000,15000,,9,338,success,,2025-03-03 22:01:50.387000
ORD_7b1f4373fd77,USR_d7f59d4e2e03,SES_3e038d77237a,EVT_6c7f9f5d464c,integer,TSLA,2800000,280000,,10,7000,success,,2025-03-04 17:28:39.055000
ORD_46058e0f1878,USR_820028914ec5,SES_1ffe6f3207c5,EVT_eb70ef808509,integer,TSLA,2520000,280000,,9,6300,canceled,한도초과,2025-03-02 05:25:21.560000
