user_id,experiment_group,gender,age_group,device_type,investment_type,acquisition_channel,first_trade_date,total_trade_count,is_first_fractional_exp
USR_899c22c3c90f,A,M,30대,ios,위험중립형,ad,2024-11-18,99,False
USR_5936dab2a8dc,A,F,30대,ios,공격투자형,search,2024-04-25,190,False
USR_7312acdbeeb9,A,M,30대,ios,적극투자형,ad,2024-05-03,92,False
USR_2b4f6379df89,A,M,50대이상,android,안정형,organic,2025-01-31,198,True
USR_39acc436838e,A,M,30대,ios,적극투자형,ad,2024-03-20,1,False
USR_064881642d16,A,F,50대이상,ios,안정형,organic,2025-01-14,193,True
USR_3986d691e0fd,A,F,20대,ios,적극투자형,organic,2024-05-17,81,True
USR_73954658b050,A,M,30대,android,안정형,ad,2024-03-02,93,True
USR_8aa0523ba98c,A,M,20대,android,적극투자형,ad,2024-05-02,118,False
USR_2504254c8d44,A,M,30대,android,안정추구형,organic,2024-03-13,172,False
USR_1658077c58fb,A,F,40대,ios,적극투자형,ad,2024-05-27,200,True
USR_307e9e352424,A,F,20대,android,적극투자형,organic,2025-01-28,152,True
USR_7cde2c576aa8,A,M,30대,android,적극투자형,ad,2024-03-18,133,False
USR_c7a2dce8cb7b,A,M,20대,ios,안정형,organic,2024-11-11,29,False
USR_67d20a32805a,A,F,30대,android,적극투자형,ad,2024-07-21,23,False
USR_5eaa5a9e07af,A,M,40대,ios,위험중립형,ad,2024-09-01,162,True
USR_6886633512bf,A,M,30대,ios,공격투자형,ad,2024-04-11,30,True
USR_0151220656bd,A,M,20대,ios,적극투자형,organic,2024-07-24,46,False
USR_efdefdbe002c,A,M,20대,android,안정추구형,organic,2024-11-21,115,False
USR_c6979ee4c9c8,A,M,30대,android,위험중립형,organic,2024-04-19,18,False
USR_bdf0bdce6a01,A,F,30대,ios,적극투자형,organic,2024-07-13,171,True
USR_a2a4e5e72547,A,M,30대,ios,공격투자형,search,2024-03-13,196,False
USR_137fe73d1fcc,A,M,30대,ios,안정형,ad,2024-03-06,8,False
USR_672caf27eec9,A,F,30대,ios,적극투자형,search,2024-07-05,59,False
USR_68b60ac9311a,A,M,20대,android,위험중립형,search,2024-03-30,19,True
USR_1f35b1e5491b,A,M,30대,ios,위험중립형,organic,2024-07-26,100,False
USR_d629e32ceaf2,A,M,30대,android,공격투자형,organic,2024-10-27,55,True
USR_20d6130cde40,A,F,20대,ios,공격투자형,organic,2024-06-16,59,False
USR_a6b34867ef3a,A,F,20대,android,안정형,organic,2024-09-06,186,False
USR_fffca2d5f29f,A,M,30대,ios,공격투자형,search,2024-09-06,191,True
USR_6ce43cc27ce7,A,M,40대,android,위험중립형,ad,2025-01-08,169,True
USR_5366c669663d,A,F,20대,android,적극투자형,organic,2025-01-26,64,True
USR_6a386c7595a5,A,M,20대,ios,안정형,organic,2024-03-17,99,True
USR_0475224cdac4,A,F,30대,android,위험중립형,organic,2024-12-25,14,True
USR_9efa51e65d4f,A,F,50대이상,ios,안정추구형,organic,2024-07-12,75,True
USR_f9e24966f1cb,A,M,20대,ios,적극투자형,organic,2024-06-05,43,False
USR_ecb7ef410644,A,M,40대,android,위험중립형,ad,2024-09-03,143,False
USR_e96f960b9349,A,M,20대,ios,위험중립형,organic,2025-01-10,69,False
USR_87c2680ee41f,A,F,40대,ios,위험중립형,organic,2024-05-02,68,True
USR_4b196006b1f1,A,M,30대,android,위험중립형,organic,2024-07-26,138,True
USR_df6aa207aa15,A,F,20대,android,위험중립형,organic,2024-05-11,181,False
USR_c69486589df9,A,F,40대,ios,위험중립형,organic,2024-07-27,8,True
USR_633d6d597e4a,A,F,30대,ios,적극투자형,search,2024-04-26,193,True
USR_d7eda6356f0e,A,F,30대,ios,안정추구형,ad,2024-09-28,175,True
USR_be8d1564bab9,A,M,50대이상,android,적극투자형,search,2024-08-25,106,False
USR_83c5a0cdee31,A,M,50대이상,ios,안정추구형,search,2024-08-14,11,True
USR_28c7a268b914,A,F,30대,ios,위험중립형,organic,2024-05-21,162,False
USR_8b9ccd79f918,A,F,30대,android,적극투자형,organic,2024-08-23,68,False
USR_df5dbe2e4bee,A,F,20대,ios,공격투자형,ad,2024-12-02,130,False
USR_2ad2bb808dfa,A,F,40대,ios,위험중립형,search,2024-08-13,103,True
USR_1acdc4ce6bce,A,M,50대이상,ios,적극투자형,ad,2025-01-17,188,True
USR_8ce865ca6403,A,F,30대,android,공격투자형,organic,2024-09-22,198,True
USR_950956f5357f,A,M,40대,ios,안정형,organic,2024-08-02,71,True
USR_b1db5161cca6,A,M,20대,android,적극투자형,search,2024-03-16,127,True
USR_881b68ef4068,A,M,30대,ios,안정추구형,organic,2024-07-29,55,False
USR_7a39e2b27c94,A,M,20대,ios,위험중립형,organic,2024-04-08,43,True
USR_b0663e45a8da,A,F,30대,android,위험중립형,organic,2024-05-09,77,True
USR_bd266b1c405a,A,F,20대,android,적극투자형,organic,2024-04-30,53,False
USR_18b4418445e9,A,M,40대,ios,안정형,organic,2024-06-01,15,True
USR_5e68b16b26a6,A,M,30대,ios,위험중립형,organic,2025-02-23,51,True
USR_a49847137860,A,M,50대이상,ios,공격투자형,search,2024-12-13,47,True
USR_5e35071fb539,A,M,20대,ios,적극투자형,organic,2024-05-28,184,True
USR_af278182bda6,A,M,30대,ios,공격투자형,ad,2024-07-15,129,True
USR_9124ee14657b,A,F,30대,android,위험중립형,organic,2024-12-29,30,False
USR_cf13c83ad587,A,M,40대,ios,적극투자형,ad,2024-12-18,119,True
USR_fa9e059b2e41,A,M,30대,ios,위험중립형,ad,2025-01-26,143,True
USR_8bcf1b15bcd9,A,F,30대,android,안정추구형,ad,2025-02-10,112,True
USR_38a7cec20b09,A,M,20대,android,위험중립형,organic,2024-03-27,188,True
USR_aa48dddf6cf4,A,M,30대,android,적극투자형,search,2024-09-25,198,False
USR_4361113a70c6,A,F,40대,ios,안정형,organic,2024-09-28,93,True
USR_515a7f5f6ee3,A,M,50대이상,ios,안정추구형,organic,2024-03-23,116,True
USR_46dc39944279,A,F,20대,android,안정추구형,ad,2024-09-06,55,True
USR_3a9941dc6251,A,M,50대이상,android,공격투자형,organic,2024-11-18,52,True
USR_046f6a66cc1b,A,F,20대,ios,적극투자형,ad,2025-02-02,154,False
USR_8a1c53c29cf2,A,M,40대,android,적극투자형,organic,2024-12-16,76,False
USR_2fd0a71dcd6b,A,F,30대,android,위험중립형,search,2024-12-25,122,False
USR_665b09158693,A,F,20대,ios,적극투자형,search,2024-06-02,42,True
USR_0304ecd15ca8,A,M,50대이상,ios,공격투자형,ad,2024-12-15,131,True
USR_eae96bb7541f,A,M,50대이상,ios,안정형,ad,2024-07-25,96,True
USR_55ad8d171cc6,A,M,40대,android,적극투자형,ad,2024-09-01,65,True
USR_d1a76d682c74,A,M,50대이상,android,안정형,search,2025-02-09,90,True
USR_5049604eede1,A,M,30대,android,공격투자형,organic,2024-06-20,49,False
USR_1e4f169bcd19,A,M,30대,android,안정형,organic,2024-08-21,94,True
USR_5fc0e8e62a74,A,F,30대,ios,위험중립형,ad,2024-12-24,199,True
USR_f1591ac2167e,A,F,50대이상,ios,위험중립형,search,2024-06-30,19,True
USR_c8987f7b5fc3,A,F,50대이상,ios,위험중립형,organic,2024-04-06,28,True
USR_c8085235ae2b,A,F,20대,android,위험중립형,organic,2024-05-18,85,False
USR_b5801fc38aa1,A,M,40대,ios,위험중립형,organic,2024-06-03,110,True
USR_fa3649e8efbf,A,M,30대,ios,적극투자형,organic,2024-07-06,94,False
USR_f376da44f643,A,F,20대,android,적극투자형,organic,2025-01-05,13,False
USR_719f0a2c3c4f,A,M,40대,android,적극투자형,organic,2024-10-02,168,False
USR_67d265d13f65,A,F,40대,android,안정형,search,2024-11-21,2,True
USR_4ee10d57d103,A,F,50대이상,android,공격투자형,ad,2024-09-27,53,True
USR_0ecd65df770e,A,M,20대,ios,안정형,organic,2024-11-09,130,False
USR_b43bc60d697d,A,F,20대,android,적극투자형,organic,2024-10-11,24,False
USR_f2a554358dab,A,F,30대,ios,공격투자형,organic,2024-03-04,41,True
USR_e474c4086336,A,F,20대,ios,적극투자형,organic,2024-12-22,25,False
USR_136b31efa589,A,M,30대,ios,위험중립형,organic,2024-06-18,8,False
USR_ca729be19c46,A,M,30대,ios,적극투자형,ad,2025-01-18,52,True
USR_14b36e4f6633,A,F,30대,ios,공격투자형,organic,2025-01-24,90,False
USR_d1084405d259,A,F,40대,ios,위험중립형,organic,2024-10-07,134,True
USR_9e2fdb225539,A,M,30대,ios,위험중립형,organic,2024-12-27,128,True
USR_b540e22775dd,A,M,30대,ios,위험중립형,organic,2024-11-19,142,True
USR_9ca994f0a3bc,A,F,30대,ios,안정추구형,organic,2024-07-09,24,False
USR_22c5340a9bb7,A,F,20대,ios,적극투자형,organic,2024-10-07,86,False
USR_5f07625d04fb,A,M,50대이상,ios,적극투자형,ad,2024-11-17,159,True
USR_cfb9bb371295,A,M,30대,ios,공격투자형,ad,2024-05-06,31,True
USR_e63f3e9cafe4,A,M,30대,android,안정추구형,ad,2024-05-22,145,False
USR_b4ce08f448d7,A,F,50대이상,android,안정추구형,organic,2025-02-28,199,False
USR_c01d23021789,A,M,20대,ios,적극투자형,organic,2024-06-19,59,True
USR_3780089d7bd3,A,M,50대이상,ios,적극투자형,organic,2024-05-10,52,True
USR_fa9ee3f0c1e5,A,M,30대,android,위험중립형,search,2024-12-29,41,False
USR_3f4f0a4fde55,A,F,40대,ios,공격투자형,ad,2024-10-28,42,True
USR_036a5aa47204,A,F,50대이상,android,공격투자형,ad,2024-06-12,80,True
USR_6a9f2b672fab,A,F,30대,android,위험중립형,organic,2024-05-10,130,False
USR_40cd7441b2fb,A,M,30대,android,위험중립형,search,2025-02-11,127,False
USR_60aa064642a7,A,F,20대,android,적극투자형,organic,2024-11-07,98,True
USR_3f306c68f86b,A,M,50대이상,ios,안정형,organic,2024-04-12,63,True
USR_31019c1d0ba0,A,M,30대,ios,위험중립형,ad,2024-10-06,84,True
USR_3aa9b13f58a4,A,F,20대,android,적극투자형,organic,2024-10-12,105,True
USR_d6938610cab1,A,M,50대이상,android,위험중립형,organic,2024-07-07,99,True
USR_dd84f105b59b,A,F,30대,android,적극투자형,organic,2024-06-25,159,True
USR_13969c7bbaef,A,F,30대,android,적극투자형,ad,2024-10-17,158,False
USR_913838dbc5d4,A,F,20대,ios,적극투자형,search,2024-03-17,93,True
USR_0745a8741b4d,A,F,30대,android,위험중립형,ad,2024-11-11,177,True
USR_4b8ad47b6e85,A,F,40대,ios,적극투자형,organic,2024-07-07,11,True
USR_930cac699ae5,A,F,30대,android,안정추구형,search,2024-05-22,197,True
USR_eead5aacaef5,A,M,30대,ios,안정추구형,ad,2025-01-10,139,True
USR_9324c0b7f13c,A,F,20대,android,안정추구형,organic,2024-07-19,89,False
USR_2f4b27df444b,A,F,30대,android,안정추구형,organic,2024-05-21,191,False
USR_2ff071c3a63b,A,M,20대,android,공격투자형,organic,2024-12-08,105,False
USR_a658df249071,A,M,20대,ios,위험중립형,ad,2024-06-17,200,False
USR_6799bf416537,A,F,20대,android,위험중립형,organic,2024-06-16,179,True
USR_3344ea2a2404,A,F,30대,android,위험중립형,organic,2024-11-30,194,False
USR_10f5fdbd7c7c,A,F,30대,android,공격투자형,ad,2024-11-02,28,False
USR_13c3c561434e,A,M,40대,ios,위험중립형,ad,2025-01-16,114,True
USR_04fcfe13b8fb,A,M,30대,ios,공격투자형,organic,2024-11-20,107,False
USR_10ff7555f5c1,A,M,20대,android,위험중립형,ad,2024-09-14,13,False
USR_4383f9184541,A,M,20대,ios,위험중립형,search,2024-10-26,123,True
USR_70ca6fb8408f,A,M,20대,android,적극투자형,organic,2025-01-20,43,True
USR_e0f11489bbd4,A,F,30대,android,공격투자형,organic,2024-07-31,33,False
USR_be809716033d,A,F,30대,ios,위험중립형,organic,2024-09-11,13,False
USR_19cbaf604445,A,M,20대,android,위험중립형,ad,2024-04-23,119,True
USR_a451ceddb05f,A,M,20대,ios,위험중립형,organic,2024-03-10,83,False
USR_39111c5343b0,A,M,30대,android,공격투자형,ad,2024-09-06,20,False
USR_e27215be9050,A,M,50대이상,android,안정추구형,organic,2025-01-29,47,True
USR_1d53f4786f75,A,F,30대,ios,적극투자형,search,2024-05-19,158,False
USR_3197f733ce52,A,M,40대,ios,공격투자형,organic,2025-01-04,9,True
USR_5cb20fa715b1,A,F,30대,ios,공격투자형,ad,2024-12-29,82,True
USR_f5dc409884bc,A,M,40대,android,위험중립형,search,2024-09-30,62,True
USR_4d9088662a1d,A,F,40대,ios,적극투자형,search,2024-07-30,78,True
USR_d1fbce787ad1,A,F,30대,android,적극투자형,organic,2024-11-03,188,True
USR_ab9a0fbcf563,A,F,40대,android,적극투자형,organic,2024-05-09,124,True
USR_cf696ec9510c,A,F,30대,android,위험중립형,ad,2024-10-13,162,True
USR_1328cf4038cc,A,M,30대,ios,공격투자형,search,2025-01-08,90,False
USR_46fc8b1d3685,A,F,30대,ios,안정형,organic,2024-07-02,111,False
USR_960dfa75a9e2,A,M,40대,ios,안정추구형,organic,2024-08-13,9,False
USR_9410bc7c6d3a,A,F,20대,ios,위험중립형,search,2024-03-05,60,True
USR_709974c1247e,A,F,30대,ios,안정형,ad,2024-07-04,3,False
USR_f193d349c996,A,F,40대,android,적극투자형,organic,2024-07-24,16,True
USR_0f59d88b3524,A,M,20대,ios,적극투자형,organic,2024-07-19,135,False
USR_145958ebf4a1,A,M,20대,android,공격투자형,ad,2024-08-02,44,True
USR_3579c6e5b2b9,A,M,20대,android,안정추구형,ad,2024-05-05,134,True
USR_fa75e8cd06a2,A,M,20대,android,공격투자형,search,2024-03-07,166,True
USR_99b72feacd20,A,M,30대,android,위험중립형,organic,2024-04-18,119,False
USR_4b115407b540,A,M,30대,ios,공격투자형,organic,2024-04-03,101,False
USR_e341688a4de7,A,M,50대이상,ios,안정추구형,ad,2024-03-21,129,True
USR_fe8935f0cf9e,A,F,40대,android,공격투자형,search,2024-03-25,165,True
USR_322168da8813,A,F,20대,ios,위험중립형,organic,2024-07-13,37,True
USR_c2941b2b2a40,A,F,30대,android,공격투자형,search,2025-02-26,48,True
USR_43ca71b47759,A,F,30대,ios,안정추구형,organic,2024-03-24,86,False
USR_0a8e6661f2ed,A,M,50대이상,android,공격투자형,ad,2024-11-27,190,True
USR_b2e7f20418a0,A,M,30대,android,적극투자형,organic,2024-11-19,144,False
USR_ce055926116c,A,M,30대,android,위험중립형,search,2024-12-02,31,True
USR_156e4f04a027,A,F,50대이상,ios,안정추구형,organic,2024-11-23,146,True
USR_d4a984305510,A,F,20대,android,공격투자형,ad,2024-11-06,50,True
USR_b9f8e0dbd1bd,A,M,40대,ios,적극투자형,organic,2024-06-04,73,True
USR_8ecc105cc472,A,M,20대,android,안정형,ad,2024-11-16,200,False
USR_56e284f11063,A,F,20대,ios,적극투자형,organic,2024-06-23,89,False
USR_ee17f5e27dda,A,M,20대,ios,위험중립형,organic,2024-03-03,3,True
USR_d920b82506eb,A,M,30대,ios,공격투자형,search,2024-12-16,21,True
USR_387d9a6c3deb,A,M,50대이상,android,위험중립형,ad,2024-12-17,45,True
USR_9ccbe4b8d613,A,M,30대,ios,적극투자형,ad,2024-08-26,127,True
USR_eb6814ac29d4,A,F,40대,ios,적극투자형,ad,2024-07-14,5,False
USR_70f48f5d5f03,A,F,20대,ios,위험중립형,ad,2024-06-10,184,False
USR_6f97147be6fc,A,M,40대,ios,공격투자형,search,2024-11-13,89,False
USR_6a2ac79fa495,A,F,20대,android,적극투자형,organic,2024-06-21,21,False
USR_7c379e2656d0,A,M,20대,android,위험중립형,organic,2024-03-13,198,False
USR_c6c086b496f4,A,F,30대,ios,안정추구형,search,2024-06-14,131,False
USR_5aa8102ee7c3,A,M,50대이상,android,공격투자형,organic,2024-07-28,180,False
USR_54f14018974c,A,M,40대,android,공격투자형,ad,2024-09-05,147,True
USR_3c0e3395a541,A,F,20대,android,안정형,organic,2024-07-29,15,False
USR_5f4889e71568,A,M,20대,android,위험중립형,search,2024-10-11,133,False
USR_e3a23eb0125a,A,M,50대이상,android,적극투자형,organic,2025-01-31,116,True
USR_b16637a65515,A,F,20대,android,위험중립형,ad,2024-06-23,50,True
USR_f44540956ad1,A,M,20대,android,위험중립형,organic,2025-01-28,188,False
USR_3da9b0d595d4,A,F,20대,android,안정추구형,ad,2025-02-27,34,False
USR_635e41674c74,A,F,30대,ios,적극투자형,search,2024-12-21,147,False
USR_690f09f32355,A,F,20대,android,공격투자형,organic,2024-05-31,165,False
USR_5c0ce378ddd9,A,M,30대,ios,안정형,search,2024-07-24,94,False
USR_fdc7f2c6a39d,A,M,20대,android,안정추구형,organic,2024-12-19,86,True
USR_6543a8b97efa,A,M,30대,ios,적극투자형,ad,2024-08-03,112,False
USR_0e69ac04bf5d,A,M,20대,ios,적극투자형,ad,2024-05-08,16,False
USR_fdc2d9b19788,A,M,30대,ios,공격투자형,organic,2024-08-27,19,False
USR_c73cd720989f,A,M,30대,android,적극투자형,search,2024-07-15,78,False
USR_8b00c7354215,A,F,40대,android,안정형,ad,2024-12-21,64,False
USR_2f6c71b40fdc,A,F,20대,android,안정추구형,search,2024-08-19,62,False
USR_cf537b176b96,A,M,40대,ios,공격투자형,ad,2024-12-09,111,True
USR_b0fb847f9313,A,M,50대이상,ios,위험중립형,organic,2024-04-05,94,False
USR_c77fe5cafc62,A,M,30대,ios,공격투자형,ad,2024-05-02,156,False
USR_c9d5c6127d68,A,F,30대,ios,적극투자형,organic,2024-09-30,44,False
USR_40dbab137953,A,F,50대이상,android,위험중립형,organic,2024-08-25,195,False
USR_2918dd22f3f7,A,M,30대,android,위험중립형,organic,2025-02-07,188,False
USR_1c49d81599b8,A,M,20대,ios,공격투자형,search,2024-05-05,74,True
USR_34fc5a24682f,A,F,30대,ios,적극투자형,ad,2024-12-02,11,False
USR_91068e697479,A,F,30대,android,안정형,organic,2024-09-17,186,True
USR_77ddc106ffaf,A,M,20대,ios,공격투자형,organic,2024-07-18,23,False
USR_41933d88a8d3,A,F,20대,android,위험중립형,organic,2024-12-18,163,False
USR_567f17ad0f88,A,F,20대,ios,적극투자형,organic,2024-12-25,146,True
USR_713161882d3f,A,M,50대이상,ios,적극투자형,organic,2024-04-24,93,True
USR_6fd6bc2c90f0,A,M,40대,android,적극투자형,search,2024-09-23,71,True
USR_fb3f5f20e98a,A,F,20대,android,적극투자형,organic,2024-06-03,60,False
USR_16bb72cebf69,A,F,20대,ios,적극투자형,ad,2024-07-27,139,True
USR_572d906af31a,A,F,30대,ios,적극투자형,organic,2024-10-26,2,False
USR_a0a4e53fbf1f,A,M,30대,ios,공격투자형,organic,2024-12-20,103,False
USR_ba1f141331f5,A,M,30대,ios,공격투자형,organic,2024-09-14,158,True
USR_ca75e99f5242,A,M,20대,ios,적극투자형,organic,2024-03-08,19,True
USR_2cb173f07ded,A,M,20대,android,적극투자형,organic,2024-05-24,24,False
USR_c6ce2b7455e8,A,M,40대,ios,안정형,ad,2024-08-28,134,False
USR_85ab14143bee,A,F,30대,ios,위험중립형,organic,2024-04-30,40,False
USR_abd9a74cc82a,A,F,30대,android,공격투자형,organic,2024-06-22,168,False
USR_abb0a360b9bc,A,F,20대,ios,적극투자형,search,2024-12-06,187,False
USR_95956ffe5c29,A,M,30대,android,안정형,ad,2024-04-11,82,True
USR_d0987786633f,A,M,20대,ios,적극투자형,search,2024-06-27,36,False
USR_7802825e0f31,A,F,40대,ios,공격투자형,organic,2024-04-06,79,False
USR_3081808a26e6,A,M,50대이상,android,적극투자형,organic,2024-03-21,35,False
USR_97330cd5249a,A,F,40대,ios,위험중립형,organic,2024-08-31,79,True
USR_2066960d484f,A,M,20대,ios,안정추구형,ad,2024-06-14,179,True
USR_657ce3d1befb,A,M,30대,android,공격투자형,search,2024-12-17,169,False
USR_a41ba2b1cab7,A,M,50대이상,android,공격투자형,ad,2024-08-30,127,True
USR_fc0a804e29ff,A,F,20대,ios,위험중립형,organic,2024-04-17,126,False
USR_0fb791ee50bf,A,M,40대,ios,위험중립형,search,2024-11-30,105,True
USR_72d94ad2794f,A,M,20대,ios,적극투자형,organic,2024-10-13,153,True
USR_ed56d2d2d790,A,M,30대,android,적극투자형,organic,2024-04-04,57,False
USR_2b0d584fb74c,A,M,20대,android,적극투자형,search,2024-10-22,52,False
USR_b3ced921ca2b,A,M,30대,ios,안정형,organic,2024-11-08,88,False
USR_395e4379e0f3,A,M,20대,android,안정형,organic,2024-08-13,30,False
USR_e7ff8e024f97,A,F,30대,android,공격투자형,organic,2024-04-19,91,False
USR_b3a9c4cf5794,A,F,30대,android,적극투자형,organic,2024-08-27,23,True
USR_cb71f6206043,A,F,20대,android,적극투자형,organic,2024-08-10,162,False
USR_b3182f0888c6,A,M,40대,ios,위험중립형,ad,2024-09-25,199,False
USR_5108bdd8fee8,A,M,40대,ios,안정형,ad,2024-07-18,170,False
USR_08993e6aca9d,A,F,20대,ios,안정추구형,ad,2024-07-10,139,False
USR_8fe1c1788288,A,F,20대,android,안정형,ad,2024-08-09,162,False
USR_5e652453196f,A,F,30대,android,안정형,search,2025-02-28,5,True
USR_3d4ae42b1cf4,A,F,30대,ios,안정추구형,organic,2024-11-04,192,True
USR_21031a4ae1d8,A,F,50대이상,ios,위험중립형,search,2024-05-10,146,False
USR_cabaa6db869d,A,F,20대,ios,적극투자형,search,2024-04-18,79,True
USR_d7ec0b3564b6,A,M,40대,ios,공격투자형,ad,2024-10-26,114,False
USR_5737cdb754fb,A,F,40대,android,공격투자형,search,2024-08-10,176,False
USR_d931fa2021b3,A,F,30대,android,적극투자형,organic,2025-02-22,83,True
USR_4e3306f3f566,A,F,30대,android,적극투자형,organic,2024-04-23,26,False
USR_b3a486d13380,A,M,20대,android,안정추구형,ad,2025-01-22,192,False
USR_e8079f561c5b,A,M,50대이상,android,적극투자형,organic,2024-09-11,38,True
USR_5bd308ac1e6d,A,M,30대,android,공격투자형,organic,2024-12-13,5,False
USR_e3f5384cf563,A,F,20대,ios,위험중립형,search,2024-07-30,4,False
USR_eccea0417b1f,A,M,50대이상,ios,안정형,ad,2024-11-23,21,True
USR_fe1dbae72fec,A,F,40대,ios,위험중립형,ad,2025-02-18,55,True
USR_2725bd226474,A,F,40대,ios,위험중립형,organic,2024-04-15,80,True
USR_1c6f1bb840cd,A,M,40대,android,안정추구형,organic,2024-10-30,32,True
USR_06a8a8bfb145,A,F,50대이상,android,안정형,ad,2024-12-15,144,True
USR_d0f7fde62340,A,F,20대,ios,안정추구형,organic,2024-04-07,25,False
USR_3a4ef55c5fbd,A,M,20대,ios,적극투자형,organic,2024-04-28,132,False
USR_31db974eae7d,A,F,30대,android,안정형,search,2024-03-07,113,False
USR_15a8fef3bc4b,A,F,50대이상,ios,공격투자형,search,2024-03-22,27,True
USR_ab68e4855ea1,A,M,20대,ios,적극투자형,organic,2024-03-03,36,True
USR_5d46f7f59555,A,F,20대,android,공격투자형,ad,2025-01-19,124,False
USR_484fcd3c41ad,A,F,50대이상,ios,적극투자형,search,2024-12-12,33,False
USR_dfd97e778bfa,A,M,30대,ios,공격투자형,search,2024-09-23,67,True
USR_d35f57929c78,A,F,50대이상,android,공격투자형,search,2024-10-05,55,True
USR_0b142cf2574d,A,F,30대,ios,위험중립형,organic,2024-06-11,191,False
USR_498c3c20fa57,A,M,30대,ios,적극투자형,organic,2024-07-05,169,False
USR_9399f5639fb4,A,M,20대,ios,적극투자형,ad,2024-12-30,9,False
USR_72c8023b50b7,A,F,20대,android,공격투자형,search,2024-12-17,114,True
USR_a7f7542b48bb,A,M,50대이상,ios,공격투자형,organic,2024-03-19,87,True
USR_263ceb0a3834,A,M,30대,android,적극투자형,organic,2024-11-04,195,True
USR_672a88f22ad6,A,M,30대,ios,안정추구형,ad,2024-12-18,2,False
USR_2bbfe2d4fa69,A,M,30대,android,위험중립형,organic,2025-02-22,104,True
USR_d4a8cb1f8c96,A,M,20대,ios,적극투자형,ad,2024-09-27,8,False
USR_28e610bd4b3d,A,M,50대이상,android,위험중립형,organic,2024-11-18,146,True
USR_9435ae87e4b4,A,F,30대,ios,적극투자형,search,2024-06-09,39,False
USR_369a06839dcd,A,F,20대,android,적극투자형,search,2024-05-18,162,False
USR_707030d314ae,A,M,50대이상,android,안정형,ad,2024-03-07,38,True
USR_059799e16200,A,F,30대,ios,적극투자형,organic,2024-05-22,177,False
USR_92b4b7dcd085,A,F,20대,ios,안정형,organic,2024-07-22,174,False
USR_cfde30217a0e,A,F,30대,android,안정추구형,search,2024-07-11,106,True
USR_c31244277875,A,M,20대,ios,적극투자형,search,2024-10-03,120,True
USR_117189e897a0,A,M,50대이상,android,적극투자형,organic,2025-02-08,50,False
USR_89560c113312,A,M,40대,android,위험중립형,organic,2024-03-20,61,True
USR_3825a332095c,A,F,50대이상,android,적극투자형,organic,2024-07-29,59,True
USR_fb744bc653d0,A,M,20대,ios,안정추구형,organic,2024-09-09,122,True
USR_23733f868e52,A,M,40대,android,공격투자형,organic,2025-02-04,192,False
USR_2949854b26ba,A,F,40대,ios,위험중립형,organic,2024-07-06,5,True
USR_f9d35a3242ba,A,M,30대,ios,공격투자형,ad,2024-11-21,129,False
USR_8cae41413333,A,M,20대,ios,공격투자형,organic,2024-07-24,125,True
USR_fd64221e56b6,A,M,30대,ios,적극투자형,search,2024-10-06,140,False
USR_f0716f04d16b,A,F,30대,ios,안정형,ad,2024-07-22,157,False
USR_e1e897cfab63,A,M,30대,android,안정형,organic,2024-09-16,90,False
USR_6ee5c1797b2c,A,M,50대이상,android,위험중립형,ad,2024-11-20,70,True
USR_18416d476e87,A,M,20대,ios,안정추구형,ad,2024-05-20,193,False
USR_63b38b706cce,A,M,30대,ios,위험중립형,search,2024-10-13,15,True
USR_f2f7076abcd9,A,M,30대,android,공격투자형,organic,2024-03-23,168,False
USR_8208deb04599,A,M,30대,ios,공격투자형,organic,2024-11-21,168,True
USR_b8ea64232cb5,A,F,30대,ios,위험중립형,organic,2024-08-01,164,False
USR_2d3576d1ce65,A,M,20대,ios,공격투자형,search,2024-08-10,138,False
USR_c0f4475608f9,A,M,30대,android,적극투자형,organic,2024-07-14,4,True
USR_7d2ca5b43b73,A,F,20대,ios,위험중립형,organic,2024-10-30,150,True
USR_c3ec3470d536,A,M,30대,ios,적극투자형,organic,2024-04-23,167,False
USR_b5f8e1e2f76a,A,M,30대,android,공격투자형,search,2024-03-08,39,True
USR_6796d022ae22,A,F,20대,ios,적극투자형,organic,2024-09-26,28,True
USR_a5b10a045dda,A,M,40대,android,적극투자형,organic,2024-06-07,157,True
USR_41de323fe7ec,A,M,20대,ios,안정형,search,2024-04-04,194,False
USR_7946011d6536,A,M,20대,android,안정추구형,organic,2024-11-19,52,False
USR_020f15bec125,A,M,30대,ios,적극투자형,search,2024-11-24,195,False
USR_e70da16c2192,A,M,20대,android,공격투자형,organic,2024-09-27,70,True
USR_2bf62744db83,A,M,30대,ios,적극투자형,organic,2024-05-22,157,False
USR_bd3e715824b3,A,F,30대,android,적극투자형,ad,2024-03-12,65,True
USR_40cd7ae73b1d,A,F,30대,android,안정형,organic,2024-07-27,188,False
USR_e04325504ee1,A,F,40대,ios,위험중립형,search,2024-08-11,179,False
USR_f91084e537c7,A,M,30대,ios,안정형,organic,2024-03-07,80,False
USR_f27917411c69,A,F,40대,android,위험중립형,organic,2025-02-12,5,True
USR_af78fb9cf513,A,F,30대,ios,적극투자형,ad,2024-07-13,198,True
USR_fee786702a7d,A,M,30대,ios,적극투자형,organic,2024-03-12,170,True
USR_5a375b30f7b3,A,M,30대,ios,공격투자형,organic,2024-12-22,149,False
USR_034049ab3196,A,M,40대,ios,적극투자형,organic,2024-12-21,162,True
USR_80be32562ccc,A,F,40대,android,위험중립형,organic,2024-11-29,135,True
